event-id,visible,timestamp,location-long,location-lat,algorithm-marked-outlier,argos:altitude,argos:best-level,argos:calcul-freq,argos:error-radius,argos:gdop,argos:iq,argos:lat1,argos:lat2,argos:lc,argos:lon1,argos:lon2,argos:nb-mes,argos:nb-mes-120,argos:nopc,argos:orientation,argos:pass-duration,argos:semi-major,argos:semi-minor,argos:sensor-1,argos:sensor-2,argos:sensor-3,argos:sensor-4,argos:valid-location-algorithm,external-temperature,gps:fix-type-raw,gps:satellite-count,gps-time-to-fix,ground-speed,gt:activity-count,gt:sys-week,gt:tx-count,heading,height-above-ellipsoid,import-marked-outlier,location-error-text,lotek:crc-status,lotek:crc-status-text,mortality-status,tag-voltage,vertical-error-numerical,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
31244698722,TRUE,2023-12-20 18:01:36,47.7323151,-18.9483395,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1399,FALSE,,G,OK,,,,gps,Eidolon dupreanum,254417,KEL815,Malagasy Pteropodid Telemetry
31248866937,TRUE,2023-12-26 20:01:04,47.7323151,-18.948391,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1406,FALSE,,G,OK,,,,gps,Eidolon dupreanum,254417,KEL815,Malagasy Pteropodid Telemetry
31126526167,TRUE,2023-12-13 19:58:56,47.7323647,-18.948391,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1385,FALSE,,G,OK,,,,gps,Eidolon dupreanum,254417,KEL815,Malagasy Pteropodid Telemetry
31159170471,TRUE,2023-12-13 19:58:56,47.7323647,-18.948391,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1385,FALSE,,C,OK(corrected),,,,gps,Eidolon dupreanum,254417,KEL815,Malagasy Pteropodid Telemetry
31247183148,TRUE,2023-12-25 20:03:12,47.7325439,-18.9479809,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1394,FALSE,,G,OK,,,,gps,Eidolon dupreanum,254417,KEL815,Malagasy Pteropodid Telemetry
31476519101,TRUE,2024-01-20 17:59:28,47.7330818,-18.9310074,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1534,FALSE,,G,OK,,,,gps,Eidolon dupreanum,254417,KEL815,Malagasy Pteropodid Telemetry
31480084728,TRUE,2024-01-20 23:02:24,47.7331085,-18.9310341,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1546,FALSE,,C,OK(corrected),,,,gps,Eidolon dupreanum,254417,KEL815,Malagasy Pteropodid Telemetry
31483998235,TRUE,2024-01-20 23:02:24,47.7331085,-18.9310341,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1546,FALSE,,G,OK,,,,gps,Eidolon dupreanum,254417,KEL815,Malagasy Pteropodid Telemetry
31246599146,TRUE,2023-12-23 19:58:56,47.7331581,-18.9469318,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1352,FALSE,,C,OK(corrected),,,,gps,Eidolon dupreanum,254417,KEL815,Malagasy Pteropodid Telemetry
31247183145,TRUE,2023-12-23 19:58:56,47.7331581,-18.9469318,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1352,FALSE,,G,OK,,,,gps,Eidolon dupreanum,254417,KEL815,Malagasy Pteropodid Telemetry
31480084727,TRUE,2024-01-20 19:58:56,47.7332344,-18.9315453,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1571,FALSE,,G,OK,,,,gps,Eidolon dupreanum,254417,KEL815,Malagasy Pteropodid Telemetry
31500584111,TRUE,2024-01-20 19:58:56,47.7332344,-18.9315453,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1571,FALSE,,C,OK(corrected),,,,gps,Eidolon dupreanum,254417,KEL815,Malagasy Pteropodid Telemetry
31494811453,TRUE,2024-01-22 17:59:28,47.7333107,-18.9315205,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1560,FALSE,,G,OK,,,,gps,Eidolon dupreanum,254417,KEL815,Malagasy Pteropodid Telemetry
31469320537,TRUE,2024-01-19 18:01:36,47.7333641,-18.9501572,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1379,FALSE,,G,OK,,,,gps,Eidolon dupreanum,254417,KEL815,Malagasy Pteropodid Telemetry
31246599145,TRUE,2023-12-23 17:59:28,47.733387,-18.9500294,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1384,FALSE,,G,OK,,,,gps,Eidolon dupreanum,254417,KEL815,Malagasy Pteropodid Telemetry
31238323545,TRUE,2023-12-19 19:58:56,47.7334404,-18.9500294,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1393,FALSE,,G,OK,,,,gps,Eidolon dupreanum,254417,KEL815,Malagasy Pteropodid Telemetry
31249113074,TRUE,2023-12-19 19:58:56,47.7334404,-18.9500294,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1393,FALSE,,C,OK(corrected),,,,gps,Eidolon dupreanum,254417,KEL815,Malagasy Pteropodid Telemetry
31494811454,TRUE,2024-01-22 20:03:12,47.73349,-18.9500809,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1390,FALSE,,G,OK,,,,gps,Eidolon dupreanum,254417,KEL815,Malagasy Pteropodid Telemetry
31452713000,TRUE,2024-01-20 18:10:21,47.73647,-18.92894,,1712,-124,4.0167581716E8,629,259,40,-18.92894,-18.92894,1,47.73647,47.73647,6,0,2,74,417,1207,327,128,19,204,99,1,,,,,,,,,,,,,,,,,,argos-doppler-shift,Eidolon dupreanum,254417,KEL815,Malagasy Pteropodid Telemetry
31494811455,TRUE,2024-01-22 23:02:24,47.737484,-18.9414272,,,,,,,,,,,,,,,,,,,,,,,,,,2D,,,,,,,,0,FALSE,,G,OK,,,,gps,Eidolon dupreanum,254417,KEL815,Malagasy Pteropodid Telemetry
31516292199,TRUE,2024-01-22 23:02:24,47.737484,-18.9414272,,,,,,,,,,,,,,,,,,,,,,,,,,2D,,,,,,,,0,FALSE,,C,OK(corrected),,,,gps,Eidolon dupreanum,254417,KEL815,Malagasy Pteropodid Telemetry
31248866936,TRUE,2023-12-26 18:01:36,47.7402,-18.9451904,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,73,FALSE,,C,OK(corrected),,,,gps,Eidolon dupreanum,254417,KEL815,Malagasy Pteropodid Telemetry
31249443912,TRUE,2023-12-26 18:01:36,47.7402,-18.9451904,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,73,FALSE,,G,OK,,,,gps,Eidolon dupreanum,254417,KEL815,Malagasy Pteropodid Telemetry
31224619136,TRUE,2023-12-16 20:01:04,47.7475471,-18.9142399,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1469,FALSE,,G,OK,,,,gps,Eidolon dupreanum,254417,KEL815,Malagasy Pteropodid Telemetry
31230400231,TRUE,2023-12-16 20:01:04,47.7475471,-18.9142399,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1469,FALSE,,C,OK(corrected),,,,gps,Eidolon dupreanum,254417,KEL815,Malagasy Pteropodid Telemetry
31423470486,TRUE,2024-01-15 18:13:57,47.75858,-18.91679,,1582,-119,4.0167583108E8,869,267,40,-18.91679,-18.91679,1,47.75858,47.75858,8,2,2,73,479,3481,217,128,135,8,2,1,,,,,,,,,,,,,,,,,,argos-doppler-shift,Eidolon dupreanum,254417,KEL815,Malagasy Pteropodid Telemetry
31426709474,TRUE,2024-01-15 18:01:36,47.7624207,-18.9219208,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1496,FALSE,,C,OK(corrected),,,,gps,Eidolon dupreanum,254417,KEL815,Malagasy Pteropodid Telemetry
31429297292,TRUE,2024-01-15 18:01:36,47.7624207,-18.9219208,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1496,FALSE,,G,OK,,,,gps,Eidolon dupreanum,254417,KEL815,Malagasy Pteropodid Telemetry
31432862890,TRUE,2024-01-15 20:01:04,47.7624435,-18.9217415,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1449,FALSE,,C,OK(corrected),,,,gps,Eidolon dupreanum,254417,KEL815,Malagasy Pteropodid Telemetry
31440797728,TRUE,2024-01-15 20:01:04,47.7624435,-18.9217415,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1449,FALSE,,G,OK,,,,gps,Eidolon dupreanum,254417,KEL815,Malagasy Pteropodid Telemetry
31228073361,TRUE,2023-12-21 18:35:43,47.76564,-18.92696,,1419,-131,4.0167586146E8,1327,904,56,-18.92696,-18.92696,1,47.76564,47.76564,6,0,2,63,285,7125,247,128,1,230,160,1,,,,,,,,,,,,,,,,,,argos-doppler-shift,Eidolon dupreanum,254417,KEL815,Malagasy Pteropodid Telemetry
31432862891,TRUE,2024-01-15 23:00:16,47.7695122,-18.9261951,,,,,,,,,,,,,,,,,,,,,,,,,,2D,,,,,,,,0,FALSE,,G,OK,,,,gps,Eidolon dupreanum,254417,KEL815,Malagasy Pteropodid Telemetry
29715045789,TRUE,2023-09-11 18:01:36,47.7799797,-18.8741512,,,,,,,,,,,,,,,,,,,,,,,,,,2D,,,,,,,,0,FALSE,,G,OK,0,4100,,gps,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
29806456678,TRUE,2023-09-21 20:01:04,47.7938805,-18.7282562,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1551,FALSE,,C,OK(corrected),0,4000,,gps,Pteropus rufus,245090,ANA140,Malagasy Pteropodid Telemetry
29806883313,TRUE,2023-09-21 20:01:04,47.7938805,-18.7282562,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1551,FALSE,,G,OK,0,3900,,gps,Pteropus rufus,245090,ANA140,Malagasy Pteropodid Telemetry
30200045774,TRUE,2023-11-08 21:00:12,47.79513,-18.91858,,1448,-124,4.0167966602E8,1226,1896,58,-18.91858,-18.91858,1,47.79513,47.79513,8,0,3,78,550,43427,34,115,115,216,125,1,,,,,,,,,,,,,,,,,,argos-doppler-shift,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
29901670023,TRUE,2023-10-01 19:01:20,47.8015099,-18.9828987,,,,,,,,,,,,,,,,,,,,,,,,,,2D,,,,,,,,0,FALSE,,G,OK,0,4000,,gps,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
31406877066,TRUE,2024-01-11 20:01:04,47.8024063,-18.7964287,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1497,FALSE,,C,OK(corrected),,,,gps,Eidolon dupreanum,254417,KEL815,Malagasy Pteropodid Telemetry
31418878791,TRUE,2024-01-11 20:01:04,47.8024063,-18.7964287,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1497,FALSE,,G,OK,,,,gps,Eidolon dupreanum,254417,KEL815,Malagasy Pteropodid Telemetry
30344255058,TRUE,2023-11-24 21:00:48,47.8068085,-18.840538,,,,,,,,,,,,,,,,,,,,,,,,,,2D,,,,,,,,0,FALSE,,G,OK,0,4000,,gps,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
29858870395,TRUE,2023-09-26 17:38:07,47.81985,-18.86954,,1447,-126,4.0167965281E8,574,241,40,-18.86954,-18.86954,1,47.81985,47.81985,9,0,3,78,619,2161,152,116,24,248,161,1,,,,,,,,,,,,,,,,,,argos-doppler-shift,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
30344020384,TRUE,2023-11-26 14:28:30,47.8208,-18.84973,,1460,-121,4.0167967334E8,248,260,58,-18.84973,-18.84973,3,47.8208,47.8208,5,0,3,104,246,1304,47,116,53,107,80,1,,,,,,,,,,,,,,,,,,argos-doppler-shift,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
29954360980,TRUE,2023-10-04 17:40:57,47.82252,-18.86876,,1445,-127,4.0167965527E8,1245,318,48,-18.86876,-18.86876,1,47.82252,47.82252,7,0,3,74,492,4515,343,116,68,93,101,1,,,,,,,,,,,,,,,,,,argos-doppler-shift,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
30344020385,TRUE,2023-11-26 03:57:28,47.82288,-18.84947,,1464,-128,4.0167967182E8,947,448,58,-18.84947,-18.84947,1,47.82288,47.82288,8,0,3,102,424,6870,130,116,24,122,109,1,,,,,,,,,,,,,,,,,,argos-doppler-shift,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
29751448299,TRUE,2023-09-16 16:59:44,47.8239098,-18.8678532,,,,,,,,,,,,,,,,,,,,,,,,,,2D,,,,,,,,0,FALSE,,G,OK,0,4000,,gps,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
31108870138,TRUE,2023-12-11 20:03:12,47.8250122,-18.8649864,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1458,FALSE,,G,OK,,,,gps,Eidolon dupreanum,254417,KEL815,Malagasy Pteropodid Telemetry
29869322670,TRUE,2023-09-26 18:59:12,47.8264198,-18.8450184,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1431,FALSE,,G,OK,0,4000,,gps,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
30346008330,TRUE,2023-11-25 17:59:28,47.8267517,-18.867878,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1489,FALSE,,G,OK,0,4000,,gps,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
30348039319,TRUE,2023-11-26 15:02:24,47.8271866,-18.8500099,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1479,FALSE,,G,OK,0,4000,,gps,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
30346832064,TRUE,2023-11-26 03:01:20,47.8272133,-18.8498306,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1479,FALSE,,G,OK,0,4000,,gps,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
30346832066,TRUE,2023-11-26 08:59:44,47.8272133,-18.8499069,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1468,FALSE,,G,OK,0,4000,,gps,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
30344020379,TRUE,2023-11-26 02:10:07,47.828,-18.84861,,1470,-125,4.0167965136E8,170,155,58,-18.84861,-18.84861,3,47.828,47.828,10,0,3,100,542,410,70,116,70,138,20,1,,,,,,,,,,,,,,,,,,argos-doppler-shift,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
30346601065,TRUE,2023-11-26 02:01:36,47.8288002,-18.8483448,,,,,,,,,,,,,,,,,,,,,,,,,,2D,,,,,,,,0,FALSE,,G,OK,0,4000,,gps,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
30348039318,TRUE,2023-11-26 02:01:36,47.8288002,-18.8483448,,,,,,,,,,,,,,,,,,,,,,,,,,2D,,,,,,,,0,FALSE,,C,OK(corrected),0,,,gps,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
29721771357,TRUE,2023-09-11 20:37:40,47.82968,-18.84217,,1475,-128,4.0167963697E8,261,293,50,-18.84217,-18.84217,2,47.82968,47.82968,6,0,0,112,419,387,176,117,38,128,160,1,,,,,,,,,,,,,,,,,,argos-doppler-shift,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
30344255059,TRUE,2023-11-24 22:00:32,47.8315125,-18.8299141,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,3,FALSE,,G,OK,0,4000,,gps,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
30348039320,TRUE,2023-11-26 16:02:08,47.8325882,-18.854311,,,,,,,,,,,,,,,,,,,,,,,,,,2D,,,,,,,,0,FALSE,,G,OK,0,4000,,gps,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
29887099299,TRUE,2023-09-28 20:58:40,47.8326645,-18.8568439,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1448,FALSE,,G,OK,0,4000,,gps,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
30344255060,TRUE,2023-11-24 23:00:16,47.8328972,-18.8505211,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1473,FALSE,,G,OK,0,4000,,gps,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
30341610507,TRUE,2023-11-25 21:14:21,47.83314,-18.852,,1438,-127,4.016796595E8,449,258,58,-18.852,-18.852,2,47.83314,47.83314,6,0,3,78,668,1961,103,116,70,138,20,1,,,,,,,,,,,,,,,,,,argos-doppler-shift,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
29715045791,TRUE,2023-09-11 20:01:04,47.8334846,-18.8410244,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1489,FALSE,,G,OK,0,4100,,gps,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
29715045790,TRUE,2023-09-11 19:01:20,47.8335609,-18.8410244,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1473,FALSE,,G,OK,0,4100,,gps,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
30344020387,TRUE,2023-11-26 04:04:10,47.83403,-18.85067,,1451,-133,4.0167967801E8,516,632,56,-18.85067,-18.85067,1,47.83403,47.83403,5,0,2,26,298,1354,196,116,109,1,44,1,,,,,,,,,,,,,,,,,,argos-doppler-shift,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
29743068827,TRUE,2023-09-14 20:03:12,47.8344574,-18.855257,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1438,FALSE,,G,OK,0,4000,,gps,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
29751448295,TRUE,2023-09-14 20:03:12,47.8344574,-18.855257,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1438,FALSE,,C,OK(corrected),0,4000,,gps,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
30344020383,TRUE,2023-11-26 14:29:30,47.83523,-18.84935,,1467,-130,4.0167967551E8,122,258,58,-18.84935,-18.84935,3,47.83523,47.83523,7,0,3,69,425,433,34,116,52,7,151,1,,,,,,,,,,,,,,,,,,argos-doppler-shift,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
29869322671,TRUE,2023-09-26 22:02:40,47.8352509,-18.8605824,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1113,FALSE,,G,OK,0,4000,,gps,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
29879708540,TRUE,2023-09-26 22:02:40,47.8352509,-18.8605824,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1113,FALSE,,C,OK(corrected),0,4000,,gps,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
29716004610,TRUE,2023-09-11 22:00:32,47.8355827,-18.8460159,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1404,FALSE,,G,OK,0,4100,,gps,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
29717519640,TRUE,2023-09-11 22:00:32,47.8355827,-18.8460159,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1404,FALSE,,C,OK(corrected),0,4000,,gps,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
29872370951,TRUE,2023-09-26 23:02:24,47.8360176,-18.8596611,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1483,FALSE,,C,OK(corrected),0,4000,,gps,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
29875522984,TRUE,2023-09-26 23:02:24,47.8360176,-18.8596611,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1483,FALSE,,G,OK,0,4000,,gps,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
29961573973,TRUE,2023-10-04 22:02:40,47.8361206,-18.8737144,,,,,,,,,,,,,,,,,,,,,,,,,,2D,,,,,,,,0,FALSE,,C,OK(corrected),0,,,gps,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
29895760673,TRUE,2023-10-01 18:08:36,47.83637,-18.86462,,1487,-121,4.0167965967E8,521,160,48,-18.86462,-18.86462,1,47.83637,47.83637,9,0,2,79,609,1067,254,116,93,146,109,1,,,,,,,,,,,,,,,,,,argos-doppler-shift,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
29959780418,TRUE,2023-10-04 17:59:28,47.8393478,-18.8628864,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1515,FALSE,,G,OK,0,4000,,gps,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
29959780419,TRUE,2023-10-04 18:59:12,47.8394737,-18.8628101,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1488,FALSE,,G,OK,0,4000,,gps,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
29751448300,TRUE,2023-09-16 22:02:40,47.8397064,-18.8652668,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1492,FALSE,,G,OK,0,4000,,gps,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
30158125530,TRUE,2023-10-31 19:01:20,47.8417015,-18.8673668,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1534,FALSE,,G,OK,0,4000,,gps,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
29895180980,TRUE,2023-09-30 00:59:44,47.8421364,-18.866188,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1520,FALSE,,C,OK(corrected),0,4000,,gps,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
29925746724,TRUE,2023-09-30 00:59:44,47.8421364,-18.866188,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1520,FALSE,,G,OK,0,4000,,gps,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
29887099298,TRUE,2023-09-28 18:59:12,47.8438034,-18.8643703,,,,,,,,,,,,,,,,,,,,,,,,,,2D,,,,,,,,0,FALSE,,G,OK,0,4000,,gps,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
29873689207,TRUE,2023-09-28 16:35:40,47.85026,-18.85588,,1471,-125,4.0167964754E8,638,254,48,-18.85588,-18.85588,1,47.85026,47.85026,9,0,2,77,489,2670,152,116,31,4,183,1,,,,,,,,,,,,,,,,,,argos-doppler-shift,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
30346832061,TRUE,2023-11-25 21:02:56,47.8516083,-18.8397961,,,,,,,,,,,,,,,,,,,,,,,,,,2D,,,,,,,,0,FALSE,,G,OK,0,4000,,gps,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
29954360978,TRUE,2023-10-04 18:45:58,47.85164,-18.86504,,1467,-118,4.0167965915E8,790,223,48,-18.86504,-18.86504,1,47.85164,47.85164,8,1,3,81,605,2179,286,116,79,153,5,1,,,,,,,,,,,,,,,,,,argos-doppler-shift,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
29858870397,TRUE,2023-09-26 19:38:41,47.85195,-18.85401,,1476,-126,4.016796422E8,973,520,58,-18.85401,-18.85401,1,47.85195,47.85195,8,0,3,75,489,6803,139,116,24,248,161,1,,,,,,,,,,,,,,,,,,argos-doppler-shift,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
29716004612,TRUE,2023-09-12 00:00:00,47.8571892,-18.8560009,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1477,FALSE,,G,OK,0,4100,,gps,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
29717519641,TRUE,2023-09-12 00:00:00,47.8571892,-18.8560009,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1477,FALSE,,C,OK(corrected),0,4000,,gps,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
29756582641,TRUE,2023-09-16 17:58:14,47.8583,-18.8642,,1485,-127,4.0167964838E8,1488,227,48,-18.8642,-18.8642,1,47.8583,47.8583,10,0,3,77,549,5343,414,116,43,254,25,1,,,,,,,,,,,,,,,,,,argos-doppler-shift,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
29961573975,TRUE,2023-10-05 00:02:08,47.859623,-18.8623238,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1450,FALSE,,G,OK,0,4000,,gps,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
29888077896,TRUE,2023-09-29 00:02:08,47.8596497,-18.8622723,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1445,FALSE,,C,OK(corrected),0,4000,,gps,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
29893644307,TRUE,2023-09-29 00:02:08,47.8596497,-18.8622723,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1445,FALSE,,G,OK,0,4000,,gps,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
30065471934,TRUE,2023-10-19 21:00:48,47.8626175,-18.9317513,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1461,FALSE,,G,OK,0,4000,,gps,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
29781698456,TRUE,2023-09-20 18:59:12,47.881691,-18.8434048,,,,,,,,,,,,,,,,,,,,,,,,,,2D,,,,,,,,0,FALSE,,G,OK,0,4000,,gps,Pteropus rufus,245099,MARO115,Malagasy Pteropodid Telemetry
30025055391,TRUE,2023-10-13 19:30:32,47.88589,-18.89419,,1411,-125,4.0167964733E8,1282,607,58,-18.89419,-18.89419,1,47.88589,47.88589,9,0,3,77,488,12560,130,116,97,22,128,1,,,,,,,,,,,,,,,,,,argos-doppler-shift,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
30236072380,TRUE,2023-11-14 17:47:09,47.88637,-18.89779,,1401,-132,4.0167965E8,1082,582,58,-18.89779,-18.89779,1,47.88637,47.88637,6,0,2,76,550,8954,130,116,83,78,37,1,,,,,,,,,,,,,,,,,,argos-doppler-shift,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
29756582624,TRUE,2023-09-16 17:58:15,47.88818,-18.84281,,1374,-126,4.0165575274E8,386,233,58,-18.84281,-18.84281,2,47.88818,47.88818,9,0,3,77,503,1345,111,116,123,108,201,1,,,,,,,,,,,,,,,,,,argos-doppler-shift,Pteropus rufus,245099,MARO115,Malagasy Pteropodid Telemetry
29800034003,TRUE,2023-09-21 21:00:48,47.890728,-18.8610172,,,,,,,,,,,,,,,,,,,,,,,,,,2D,,,,,,,,0,FALSE,,G,OK,0,4000,,gps,Pteropus rufus,245099,MARO115,Malagasy Pteropodid Telemetry
29884819680,TRUE,2023-09-28 16:00:00,47.8908043,-18.8692856,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1449,FALSE,,G,OK,0,4000,,gps,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
29887099296,TRUE,2023-09-28 16:00:00,47.8908043,-18.8692856,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,,1449,FALSE,,C,OK(corrected),0,4000,,gps,Pteropus rufus,245098,MARO113,Malagasy Pteropodid Telemetry
